Date,Open,Close
17/2/2023,23621.2832,24565.60156
18/2/2023,24565.29688,24641.27734
19/2/2023,24640.02734,24327.64258
20/2/2023,24336.62305,24829.14844
21/2/2023,24833.04883,24436.35352
22/2/2023,24437.41797,24188.84375
23/2/2023,24190.71875,23947.49219
24/2/2023,23946.00781,23198.12695
25/2/2023,23200.125,23175.375
26/2/2023,23174.15039,23561.21289
27/2/2023,23561.45117,23522.87109
28/2/2023,23521.83789,23147.35352
1/3/2023,23150.92969,23646.55078
2/3/2023,23647.01953,23475.4668
3/3/2023,23476.63281,22362.67969
4/3/2023,22362.92383,22353.34961
5/3/2023,22354.14453,22435.51367
6/3/2023,22436.81641,22429.75781
7/3/2023,22428.32227,22219.76953
8/3/2023,22216.44141,21718.08008
9/3/2023,21720.08008,20363.02148
10/3/2023,20367.00195,20187.24414
11/3/2023,20187.87695,20632.41016
12/3/2023,20628.0293,22163.94922
13/3/2023,22156.40625,24197.5332
14/3/2023,24201.76563,24746.07422
15/3/2023,24770.92578,24375.96094
16/3/2023,24373.45703,25052.78906
17/3/2023,25055.12305,27423.92969
18/3/2023,27448.11719,26965.87891
19/3/2023,26969.50391,28038.67578
20/3/2023,28041.60156,27767.23633
21/3/2023,27768.39258,28175.81641
22/3/2023,28158.7207,27307.4375
23/3/2023,27301.95703,28333.97266
24/3/2023,28324.11133,27493.28516
25/3/2023,27487.33789,27494.70703
26/3/2023,27495.52344,27994.33008
27/3/2023,27994.06836,27139.88867
28/3/2023,27132.88867,27268.13086
29/3/2023,27267.03125,28348.44141
30/3/2023,28350.14063,28033.5625
31/3/2023,28032.26172,28478.48438
1/4/2023,28473.33203,28411.03516
2/4/2023,28462.8457,28199.30859
3/4/2023,28183.08008,27790.2207
4/4/2023,27795.27344,28168.08984
5/4/2023,28169.72656,28177.98438
6/4/2023,28175.22656,28044.14063
7/4/2023,28038.9668,27925.85938
8/4/2023,27920.51367,27947.79492
9/4/2023,27952.36719,28333.05078
10/4/2023,28336.02734,29652.98047
11/4/2023,29653.67969,30235.05859
12/4/2023,30231.58203,30139.05273
13/4/2023,29892.74023,30399.06641
14/4/2023,30409.5625,30485.69922
15/4/2023,30490.75,30318.49609
16/4/2023,30315.97656,30315.35547
17/4/2023,30317.14648,29445.04492
18/4/2023,29449.0918,30397.55273
19/4/2023,30394.1875,28822.67969
20/4/2023,28823.68359,28245.98828
21/4/2023,28249.23047,27276.91016
22/4/2023,27265.89453,27817.5
23/4/2023,27816.14453,27591.38477
24/4/2023,27591.73047,27525.33984
25/4/2023,27514.87305,28307.59766
26/4/2023,28300.05859,28422.70117
27/4/2023,28428.46484,29473.78711
28/4/2023,29481.01367,29340.26172
29/4/2023,29336.56641,29248.48828
30/4/2023,29245.51563,29268.80664
1/5/2023,29227.10352,28091.56836
2/5/2023,28087.17578,28680.53711
3/5/2023,28680.49414,29006.30859
4/5/2023,29031.30469,28847.71094
5/5/2023,28851.48047,29534.38477
6/5/2023,29538.85938,28904.62305
7/5/2023,28901.62305,28454.97852
8/5/2023,28450.45703,27694.27344
9/5/2023,27695.06836,27658.77539
10/5/2023,27654.63672,27621.75586
11/5/2023,27621.08594,27000.78906
12/5/2023,26987.66211,26804.99023
13/5/2023,26807.76953,26784.07813
14/5/2023,26788.97461,26930.63867
15/5/2023,26931.38477,27192.69336
16/5/2023,27171.51367,27036.65039
17/5/2023,27035.4707,27398.80273
18/5/2023,27401.65039,26832.20898
19/5/2023,26826.75391,26890.12891
20/5/2023,26888.8418,27129.58594
21/5/2023,27118.42383,26753.82617
22/5/2023,26749.89258,26851.27734
23/5/2023,26855.96094,27225.72656
24/5/2023,27224.60352,26334.81836
25/5/2023,26329.46094,26476.20703
26/5/2023,26474.18164,26719.29102
27/5/2023,26720.18164,26868.35352
28/5/2023,26871.1582,28085.64648
29/5/2023,28075.5918,27745.88477
30/5/2023,27745.12305,27702.34961
31/5/2023,27700.5293,27219.6582
1/6/2023,27218.41211,26819.97266
2/6/2023,26824.55664,27249.58984
3/6/2023,27252.32422,27075.12891
4/6/2023,27075.12305,27119.06641
5/6/2023,27123.10938,25760.09766
6/6/2023,25732.10938,27238.7832
7/6/2023,27235.65039,26345.99805
8/6/2023,26347.6543,26508.2168
9/6/2023,26505.92383,26480.375
10/6/2023,26481.76172,25851.24023
11/6/2023,25854.03125,25940.16797
12/6/2023,25934.28516,25902.5
13/6/2023,25902.94141,25918.72852
14/6/2023,25920.25781,25124.67578
15/6/2023,25121.67383,25576.39453
16/6/2023,25575.2832,26327.46289
17/6/2023,26328.67969,26510.67578
18/6/2023,26510.45703,26336.21289
19/6/2023,26335.44141,26851.0293
20/6/2023,26841.66406,28327.48828
21/6/2023,28311.31055,30027.29688
22/6/2023,29995.93555,29912.28125
23/6/2023,29896.38281,30695.46875
24/6/2023,30708.73828,30548.69531
25/6/2023,30545.15039,30480.26172
26/6/2023,30480.52344,30271.13086
27/6/2023,30274.32031,30688.16406
28/6/2023,30696.56055,30086.24609
29/6/2023,30086.1875,30445.35156
30/6/2023,30441.35352,30477.25195
1/7/2023,30471.84766,30590.07813
2/7/2023,30587.26953,30620.76953
3/7/2023,30624.51563,31156.43945
4/7/2023,31156.86523,30777.58203
5/7/2023,30778.72461,30514.16602
6/7/2023,30507.15039,29909.33789
7/7/2023,29907.99805,30342.26563
8/7/2023,30346.92188,30292.54102
9/7/2023,30291.61133,30171.23438
10/7/2023,30172.42383,30414.4707
11/7/2023,30417.63281,30620.95117
12/7/2023,30622.24609,30391.64648
13/7/2023,30387.48828,31476.04883
14/7/2023,31474.7207,30334.06836
15/7/2023,30331.7832,30295.80664
16/7/2023,30297.47266,30249.13281
17/7/2023,30249.62695,30145.88867
18/7/2023,30147.07031,29856.5625
19/7/2023,29862.04688,29913.92383
20/7/2023,29915.25,29792.01563
21/7/2023,29805.11133,29908.74414
22/7/2023,29908.69727,29771.80273
23/7/2023,29790.11133,30084.53906
24/7/2023,30081.66211,29176.91602
25/7/2023,29178.9707,29227.39063
26/7/2023,29225.75977,29354.97266
27/7/2023,29353.79883,29210.68945
28/7/2023,29212.16406,29319.24609
29/7/2023,29319.44531,29356.91797
30/7/2023,29357.09375,29275.30859
31/7/2023,29278.31445,29230.11133
1/8/2023,29230.87305,29675.73242
2/8/2023,29704.14648,29151.95898
3/8/2023,29161.8125,29178.67969
4/8/2023,29174.38281,29074.0918
5/8/2023,29075.38867,29042.12695
6/8/2023,29043.70117,29041.85547
7/8/2023,29038.51367,29180.57813
8/8/2023,29180.01953,29765.49219
9/8/2023,29766.69531,29561.49414
10/8/2023,29563.97266,29429.5918
11/8/2023,29424.90234,29397.71484
12/8/2023,29399.78711,29415.96484
13/8/2023,29416.59375,29282.91406
14/8/2023,29283.26367,29408.44336
15/8/2023,29408.04883,29170.34766
16/8/2023,29169.07422,28701.7793
17/8/2023,28699.80273,26664.55078
18/8/2023,26636.07813,26049.55664
19/8/2023,26047.83203,26096.20508
20/8/2023,26096.86133,26189.58398
21/8/2023,26188.69141,26124.14063
22/8/2023,26130.74805,26031.65625
23/8/2023,26040.47461,26431.64063
24/8/2023,26431.51953,26162.37305
25/8/2023,26163.67969,26047.66797
26/8/2023,26047.23438,26008.46289
27/8/2023,26008.24219,26089.69336
28/8/2023,26089.61523,26106.15039
29/8/2023,26102.48633,27727.39258
30/8/2023,27726.08398,27297.26563
31/8/2023,27301.92969,25931.47266
1/9/2023,25934.02148,25800.72461
2/9/2023,25800.91016,25868.79883
3/9/2023,25869.47266,25969.56641
4/9/2023,25968.16992,25812.41602
5/9/2023,25814.95703,25779.98242
6/9/2023,25783.93164,25753.23633
7/9/2023,25748.3125,26240.19531
8/9/2023,26245.20898,25905.6543
9/9/2023,25905.42578,25895.67773
10/9/2023,25895.21094,25832.22656
11/9/2023,25831.71484,25162.6543
12/9/2023,25160.6582,25833.34375
13/9/2023,25837.55469,26228.32422
14/9/2023,26228.27734,26539.67383
15/9/2023,26533.81836,26608.69336
16/9/2023,26606.19922,26568.28125
17/9/2023,26567.92773,26534.1875
18/9/2023,26532.99414,26754.28125
19/9/2023,26760.85156,27211.11719
20/9/2023,27210.22852,27132.00781
21/9/2023,27129.83984,26567.63281
22/9/2023,26564.05664,26579.56836
23/9/2023,26578.55664,26579.39063
24/9/2023,26579.37305,26256.82617
25/9/2023,26253.77539,26298.48047
26/9/2023,26294.75781,26217.25
27/9/2023,26209.49805,26352.7168
28/9/2023,26355.8125,27021.54688
29/9/2023,27024.8418,26911.7207
30/9/2023,26911.68945,26967.91602
1/10/2023,26967.39648,27983.75
2/10/2023,27976.79883,27530.78516
3/10/2023,27508.25195,27429.97852
4/10/2023,27429.07422,27799.39453
5/10/2023,27798.64648,27415.91211
6/10/2023,27412.12305,27946.59766
7/10/2023,27946.78125,27968.83984
8/10/2023,27971.67773,27935.08984
9/10/2023,27934.47266,27583.67773
10/10/2023,27589.20117,27391.01953
11/10/2023,27392.07617,26873.32031
12/10/2023,26873.29297,26756.79883
13/10/2023,26752.87891,26862.375
14/10/2023,26866.20313,26861.70703
15/10/2023,26858.01172,27159.65234
16/10/2023,27162.62891,28519.4668
17/10/2023,28522.09766,28415.74805
18/10/2023,28413.53125,28328.3418
19/10/2023,28332.41602,28719.80664
20/10/2023,28732.8125,29682.94922
21/10/2023,29683.38086,29918.41211
22/10/2023,29918.6543,29993.89648
23/10/2023,30140.68555,33086.23438
24/10/2023,33077.30469,33901.52734
25/10/2023,33916.04297,34502.82031
26/10/2023,34504.28906,34156.64844
27/10/2023,34156.5,33909.80078
28/10/2023,33907.72266,34089.57422
29/10/2023,34089.37109,34538.48047
30/10/2023,34531.74219,34502.36328
31/10/2023,34500.07813,34667.78125
1/11/2023,34657.27344,35437.25391
2/11/2023,35441.57813,34938.24219
3/11/2023,34942.47266,34732.32422
4/11/2023,34736.32422,35082.19531
5/11/2023,35090.01172,35049.35547
6/11/2023,35044.78906,35037.37109
7/11/2023,35047.79297,35443.5625
8/11/2023,35419.47656,35655.27734
9/11/2023,35633.63281,36693.125
10/11/2023,36702.25,37313.96875
11/11/2023,37310.07031,37138.05078
12/11/2023,37133.99219,37054.51953
13/11/2023,37070.30469,36502.35547
14/11/2023,36491.78906,35537.64063
15/11/2023,35548.11328,37880.58203
16/11/2023,37879.98047,36154.76953
17/11/2023,36164.82422,36596.68359
18/11/2023,36625.37109,36585.70313
19/11/2023,36585.76563,37386.54688
20/11/2023,37374.07422,37476.95703
21/11/2023,37469.16016,35813.8125
22/11/2023,35756.55469,37432.33984
23/11/2023,37420.43359,37289.62109
24/11/2023,37296.31641,37720.28125
25/11/2023,37721.41406,37796.79297
26/11/2023,37796.82813,37479.12109
27/11/2023,37454.19141,37254.16797
28/11/2023,37247.99219,37831.08594
29/11/2023,37826.10547,37858.49219
30/11/2023,37861.11719,37712.74609
1/12/2023,37718.00781,38688.75
2/12/2023,38689.27734,39476.33203
3/12/2023,39472.20703,39978.39063
4/12/2023,39978.62891,41980.09766
5/12/2023,41986.26563,44080.64844
6/12/2023,44080.02344,43746.44531
7/12/2023,43769.13281,43292.66406
8/12/2023,43293.13672,44166.60156
9/12/2023,44180.01953,43725.98438
10/12/2023,43728.38281,43779.69922
11/12/2023,43792.01953,41243.83203
12/12/2023,41238.73438,41450.22266
13/12/2023,41468.46484,42890.74219
14/12/2023,42884.26172,43023.97266
15/12/2023,43028.25,41929.75781
16/12/2023,41937.74219,42240.11719
17/12/2023,42236.10938,41364.66406
18/12/2023,41348.20313,42623.53906
19/12/2023,42641.51172,42270.52734
